cty,pop_2020,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910
Puerto Rico,3285874,3725789,3808610,3522037,3196520,2712033,2349544,2210703,1869255,1543913,1299809,1118012
