,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Puerto Rico,9910.9,11165,12750,14436.1,15955.7,16764.2,17276.6,19162.6,20289.2,22009.3,24025.8,26385.8,28161.2,30603.919,32287.031,34630.43,36922.456,39690.63,42647.331,45340.835,48187.039,54086.4,57841,61701.8,69208.4,71623.5,74827.4,80322.313,83914.5213,87276.1644,89524.1316,93639.3,96385.6,98381.3,100351.7,101564.8,102450,102445.8,103375.5,104336.7,103445.5,100958.1,105126.4,103130.9,106426.6,113567.2,117902.3
