,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,19972.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
New York,432370.9,451745.1,461409.6,461418.6,469897.2,473334.7,483339.8,512500.7,526285.3,539859.1,562845.7,595325.6,594266.7,595908.1,577446,585395.4,588212.9,596435.4,608937.4,634106.9,664679,1085934.4,1112323.6,1172149.8,1217036.4,1240755.2,1228580.8,1236563.1,1269433.1,1301438,1339568.5,1353798.9,1328095.7,1379504.6,1431624,1440346.8,1496280.1,1501818,1535375.9,1565835.2,1590567.8,1624800.7,1665186.8,1704364.3,1656784.8,1736222.3,1765102.1,1791210.7
New Jersey,152456.6,158784.3,165062.1,165044.3,169389.2,169773.4,181669.2,196142.6,206428.5,216137.7,230996.5,248031,251515.2,253359.6,252718.1,256964.6,259804.8,265388.4,271763.7,283608.1,292671,454064.1,461237.3,477827.9,503901.5,509631.5,517752.2,529815.9,536174,546357.8,555211,560823.8,573202.7,546362.2,554764.4,548479.3,560729.7,570952.4,570696.4,581414.9,587049.7,590086.7,606892.2,618691,597221.4,632463.3,650235.8,663888.5
New Hampshire,13560,14941,15818.9,16235.8,16905.2,17246.2,18344,20557.9,22435.4,23933.4,26669.4,28319.4,28277.8,27259.3,27411.3,28486.3,28831.7,30112.6,32379.2,34858.3,36935,51026.6,54954.5,56913.1,60742.5,61719.4,63474.2,66119.4,68428.1,69556.1,71424.5,71943.5,71195.6,70498.6,72950.4,73465,74082.8,75503.4,76836.2,79319.3,80736.1,81179.6,82269.5,84438.2,83152.6,89949.3,91416.1,93466.7
Mississippi,34360.2,35362.3,36714.4,36031.8,37269.9,36090.4,36857.4,39379.1,40473.6,40568.8,43228.6,44252.2,44669,44852.5,45840.8,48317.4,50440.1,53852.3,56527.7,58229.6,59874.8,88384.3,90960.1,93597.7,93957,93515.5,94561.5,98762.1,101369.5,103691.8,105879.9,107713.9,109434,105360,106711.8,106491.1,108646.5,109032.7,109299.6,109401.7,109911,110281.4,110174.8,111207.8,110322.8,115675.1,116557.1,119548.4
Massachusetts,116848,123340.1,128047.4,130464.5,133646.6,134242.9,142103.2,155335.2,164593.1,172627.6,183711.6,194619.3,195608.8,189729.7,183995.8,186430.3,187751.3,196432.4,203189.2,214298.8,226879.6,322389.9,335504.4,353837.9,382599.6,388180.8,388451.6,397069.9,407886,417075.6,426926.1,440373.8,447526.8,441307.6,462330.8,472664.3,483286.3,486991.8,496250.9,514398.7,521662.8,530129.4,549262.1,566326.8,559765,595911.8,608052.9,615504.5
Maine,17882.1,18410.9,18901.5,19251.7,19384.4,19610.3,20470.5,21917.3,22858,23880.4,25426.4,27344.2,27882.4,27644.4,26835.5,27175.6,27337.3,28058.4,28768.6,29627,30774.7,46325,48138.5,50620.3,52958.5,54066.2,55406.5,56882.4,58934.8,59589.7,59986,60032.6,59845.1,58771.8,59958.5,59429.7,59181.7,59013.9,59589.8,60563,62037.1,63000.6,64806.3,66758.4,67410.9,71142.4,73036.2,75195.4
Louisiana,92827.1,97059.7,95812.3,98825.5,101476.8,97625.6,96515,102250.7,104077.7,103870.4,104284.2,108141.7,108116.7,110272.1,110054.6,102935.3,105295.6,114155.9,120333.3,121488.9,126003.3,202386.5,209356.6,213475.3,206556.1,210534.7,214856.1,223576,234620.8,249560.9,247139.7,234216.4,237061.6,241868.8,253466.9,241235.9,242416.8,236482.3,243042.9,239584.1,235554.2,239830.7,245220.3,246674.4,228951.3,237839.2,236854.1,248615.5
Georgia,91572.4,97101.4,101778.8,102952.1,107313.7,108941.5,116030.2,127322.6,136869.3,144853.2,152162.8,158945.8,162167,165062.2,167209.2,176730.9,184788.5,198125,209291.7,223306.9,235200.1,351183.9,377705.9,404465.2,417713.5,422731.6,427329.7,439074.6,461245.4,480838.3,487524.9,492238.7,481860.3,464016.8,471588.2,481215.4,489027.3,499900.2,517511.9,540108.5,561718.3,583543.3,600934.7,620744.9,604745.9,643013.8,665678.1,678201.2
Connecticut,70360.8,74245.9,77143.6,78644.1,80480.1,82537.9,86662.9,94619,99671.2,104257.6,112210.4,119046.6,120606.9,121175.6,118215.9,119831.9,118314.6,121001.5,128538.1,131912.8,140279.6,205965.2,212255,218860,233874.2,236338.1,234307.3,236719.1,252680.8,258203.7,269478.6,278485.4,277793.2,265530.8,266773.4,261555.8,263649.9,258911,260605.8,268869.8,268196.2,273875.1,274582.8,275225.4,260765.2,269838.7,278975.9,286628.4
Alabama,59478.4,63298,64987.6,64582.3,65771,64134.1,67305,70481.4,73801.3,74558,78659.1,82507.5,82407.7,83766.4,86115.5,89813.9,91167.6,94803.1,98023.9,101379.3,104805.2,154700,160396.4,166531.8,168695.3,168448.3,172430.4,178040,189913.7,197246.5,199923.9,202025.5,200967.4,194192.1,199455,201372.8,203675.5,206962.9,206070,208950.3,212862.8,216615.5,220808.8,225272.8,222288.8,233726.6,238556.5,245354.7
Florida,154583.7,167311.5,178161,186914.3,195993,200771.9,212494.5,230406.9,242869.9,253650.7,270018.4,286785.8,297214.7,304324.4,305979.1,317416.4,329410.2,345550.3,358418.8,376851.4,393074.5,603988.6,634032.3,664152,693837.3,714638,746252.8,781834.2,833946.8,883164.5,909298.9,922288.3,891766.9,840480.6,851956.4,849395.3,857861.3,880183.5,905648.5,945929,978989.7,1014866.9,1050433.8,1084913.9,1069758.8,1170526.3,1239883.6,1292787.6
Illinois,253087.4,263863,268070.8,258832.1,262248.1,253051.5,255785.5,274171,282223.7,288439.3,297698.3,314484.6,320572,324011.9,323640.5,336296,343469.6,364916.1,374858.3,389704,408047.8,619325.8,639642.7,663857.8,687111.4,688404.3,692398.1,703548.8,726139,741248.6,759825.7,769571.6,759095.3,740794.3,755391.4,772225.6,790723.3,795435.2,811490.1,825424.9,826404.7,832826.8,851517.2,858018.3,810200.9,855888.1,876536,885651.3
Indiana,102597.9,107395.3,108025.5,102247.2,103493.9,97816.2,100128.9,109229.2,111327,113097.8,117396.6,123242.1,127701.4,128196.9,128214.7,136438.5,140644.9,149157.2,153785.3,160020.4,167366.3,244848.3,260549.9,268864.3,278990.4,273884.4,280723,293045.2,303819.8,306344.6,312525.5,322661.7,322384.3,299789,320731.8,321532.8,323876.2,333207.4,343827.8,341205.2,348439.2,357535.8,368762.9,370507.2,359787.3,387122,399280.8,404290.3
Iowa,53650.3,56703.6,57911.3,56386.8,58096.7,54248.3,52043.1,54893.2,56009.1,55262.1,56536.4,59479.1,61635.5,63460.1,63818.2,66861.6,66912.9,72502.9,74568.3,78834.1,83113.2,120232.5,121031,123683.4,129323.4,128077.5,131035.2,137476.9,149063.2,153626.8,155704.5,162838.1,160469.1,156737.2,161593.1,164559.3,170923.7,171069.1,180309.9,185989.2,186729.9,187125,189245.1,188471.4,186328.2,201147.1,201580.4,202051.4
Kansas,46101,47312,50259.4,49641.7,51080.8,50638.1,50955.8,53240.6,55267.3,55466.3,57349.8,58843.1,59285.9,60671.6,61275.1,63062,63516.2,66731.5,67530.9,70361.2,74146.8,108792.9,112625.7,115486.4,118840.9,119474.1,121050.5,123486.7,124793.2,129588.2,136135.8,143586.6,147265,141902.5,143870.1,147836.8,150077.1,150702.9,154110.1,158602.6,164643.7,166273.6,169796.9,169562.3,168056.8,172782.4,177470.1,183795.6
Kentucky,61045.7,63718.4,65324.6,63052.6,64756.4,62455.5,62542,67270.4,69293.8,68323.1,70822.3,75562.1,77232.8,78206.3,78908.3,83287.8,85809.8,91062.9,94258.6,97781.4,103621.2,155770.4,160810.1,165761.9,161101,161316.4,165435.3,170481.9,175344.6,182017.9,186332.6,185790,186515.9,178112.8,186720.6,188389.8,192060.1,196698,196795.8,199487.1,201007.2,203564,205940.1,211783.1,206049.6,215133.2,219755.6,224418
Maryland,86653.8,90379.8,93138.3,93518.2,95345.7,94470.2,99051.5,105743,111803.3,117037.4,123260.1,131777.4,134612.2,136164.6,133661.9,134748,137002.9,142085.8,144424,147889.3,154782.9,237589.2,248662.9,258913.4,269301.2,281053.6,290400.3,297690.6,311504.8,325644.5,329874,331763.5,338165.4,336285.8,352622.9,360155.9,361561.8,364633.2,370343.9,378745.9,391950.9,399714.5,402480.9,402506.2,388782.8,406953.1,416406.2,422866.3
Michigan,203194.4,211297.4,209478.9,190628,190543.3,178645.3,190878.5,206385.2,215018.5,218860,221362.3,230563.1,234224.2,229533.5,225575.9,235240.6,242174.5,263499.9,264124.9,273562.9,286408.4,423459.8,431274.3,457637.6,467654.4,453301.5,465788.4,477085.4,485082.7,493796.3,483763.6,482935.1,455256.7,416297.1,441271.5,453989.1,463302.6,472779.9,479534.9,490618.7,500159.5,505101.5,516843,521085.1,501893.8,530380.9,543720.9,554256.2
Minnesota,79670.6,83881.2,87768.5,87377.1,89820.1,88444.4,91405.2,100958.2,104958.2,105789,110915.8,115398.2,118868.3,120078,120066.6,126777.3,127067.5,134715.1,138723.6,147642.6,156649.5,225480.3,237724,247004.7,263345.6,263518.7,268982.8,280796.9,293753.9,301761.2,302272.7,304208,309290.4,296875.2,308091.9,315213.3,321053.9,329774.5,338623.9,345456.2,350603.6,354721.9,364799.7,369617.4,357475.6,377947,384727.7,390907.9
Missouri,92536.4,97000.7,99382.7,95522.4,96740.4,95531.6,98610.9,107071.1,108666.9,111651.6,116060.1,121171.3,123688.3,122284.6,124166.6,127857.2,128277.9,137379.4,144370.7,150267.7,158308,243724.1,249234,256290.4,262665.4,260381.1,264997.7,271970.5,279128.2,285341.7,286558.3,288320.8,297881.8,289566.8,295986.4,292984.2,296514.3,302025.7,303617.8,308009.9,308423.3,311273.8,314182.4,321329.1,315332.6,331580.9,339652.4,348487.4
Nebraska,28951,30649.7,31497.1,31159.4,32928.8,32135.2,31359.5,33716.2,34880.8,34263.6,34351.1,36304.2,37388.6,39011.3,40249.9,42241.9,42384.7,45806.5,46555.5,49276.3,50308,73974.1,75750,77421.1,80268.2,82268.1,83433.2,88310.7,90607.6,94556,97322.8,99780.7,99860.1,99986.4,103940.8,109734.2,109686.3,111382.2,115651.9,119640.8,121303.1,123219.9,125543.4,127568.9,126734.9,134939.9,139440.9,145019.6
Ohio,210121.1,217757,221101.3,211743.3,213961.6,203225.7,211441.5,229868.1,238150.2,240299.1,247286.6,256727.3,262186.6,264948.4,263064.2,275324.1,277702,294384.1,304833.9,315188.8,332475.9,501214.2,518604,530745.6,541005.9,534612.4,546688.2,557024.5,572308.5,584867.7,582637.6,585403,580389,550982.4,563816.3,580251.4,586540.9,603057.4,624973.4,633274.8,638157.5,652187.5,656212,674063.9,655243.3,690478.9,695257.9,709816.6
Oklahoma,54007.2,56285.7,58921,61672.7,65276,67172.6,63976,66996.5,68100.9,64580.1,63487.1,66539.7,66721.8,67083.3,67423.6,69025.2,70760.6,72405.9,73889.3,77537.6,81105.7,111864.6,114928.1,116968.4,121170.2,125695.7,127930.2,130147.8,134606.6,140360.1,149367.1,152879.6,158987.8,156856.8,158086.4,163859.3,172016,176086.8,186574.4,193792.6,190093.5,192538.6,196030.5,200072.2,191560.9,194132.8,193940.5,207923.3
Vermont,7234.2,7957.9,8313.4,8540,8814.4,8777.3,9129.6,9589.7,10152.5,10597.2,11522.2,12521,13091.4,13313.4,12952.3,13562.3,13755,14177.8,14210.7,14838.9,15521.1,21372.2,22266.5,23561.7,24844.6,25681.8,26522.8,27548.1,28989.2,29283.2,29420.9,29296.6,30168.6,29565.7,30890.6,31663.6,31898.1,31494.6,31847.7,32042.9,32312.7,32589.2,32827.8,33339.4,32252.7,33721.9,34752.6,35236.6
West Virginia,28811,29420,29732.8,29232.9,28877.7,28069.3,27318.9,28766.2,29084.5,28673.3,28733.9,30865.1,30815.6,31349.2,31985.7,32880.3,33835.7,35963.4,36902.1,37749.6,38570,60364.6,61725.7,63691.7,63364.6,63599.8,64465.7,65106.8,66077.6,67888.8,68900,69374.1,70966.8,70886.5,71823.8,73175.2,73124.5,73949,74111.3,74261.4,73513.3,75172.4,77406.5,77162.2,74553.8,75765.1,77188,80798.2
